MGI.symbol,HGNC.symbol
Gm24475,SNORA48
Gm24475,SNORA48B
Uqcrh,UQCRH
Gm25859,SNORA32
Gm25626,RNU6-40P
Gm26087,RNU7-48P
Gm23218,RN7SKP257
Gm24608,SNORA58B
Dusp6,DUSP6
Ror1,ROR1
Gm23581,RNU7-48P
Gm26271,RNU6-1111P
Gm26271,RNU6-1038P
Vhl,VHL
Pilrb1,PILRA
Pilrb1,PILRB
Gm22417,SNORD116-9
Gm22417,SNORD116-7
Gm22417,SNORD116-1
Gm22417,SNORD116-8
Gm22417,SNORD116-4
Gm22417,SNORD116-2
Gm22417,SNORD116-6
Gm22417,SNORD116-5
Gm22417,SNORD116-3
Gm26444,RNVU1-6
Gm26444,RNVU1-3
Gm26444,RNVU1-1
Gm26444,RNVU1-4
Actbl2,ACTBL2
Ankrd9,ANKRD9
Shh,SHH
Heg1,HEG1
Clec3a,CLEC3A
Gm42878,MAPKAPK5
Rap1b,RAP1B
Dcun1d2,DCUN1D2
Cul2,CUL2
Ntn4,NTN4
Phf5a,PHF5A
Gm128,C1orf56
n-R5s86,RNA5SP193
Ube2z,UBE2Z
G2e3,G2E3
Rbmx2,RBMX2
Rusc1,RUSC1
Pros1,PROS1
Klhl22,KLHL22
Trim33,TRIM33
Gm23089,SNORD116-9
Gm23089,SNORD116-7
Gm23089,SNORD116-1
Gm23089,SNORD116-8
Gm23089,SNORD116-4
Gm23089,SNORD116-2
Gm23089,SNORD116-6
Gm23089,SNORD116-5
Gm23089,SNORD116-3
Tuft1,TUFT1
n-R5s164,RNA5SP66
Amn,AMN
Gm25362,RNU6-1098P
Gtf2b,GTF2B
Mest,MEST
Kcna2,KCNA2
Tmem269,TMEM269
Epha3,EPHA3
Pak4,PAK4
Isl2,ISL2
Gal3st2c,GAL3ST2
n-R5s211,RNA5SP124
Dhfr,DHFR
Apol7c,APOL3
Apol7c,APOL4
Apol7c,APOL2
Apol7c,APOL1
Mmp24,MMP24
Snord65,SNORD65
Gabra5,GABRA5
Lmna,LMNA
Gsc,GSC
Rnu73b,SNORD73B
Gm22005,RNU4-92P
Mutyh,MUTYH
Gm22308,RNU6-144P
Foxc2,FOXC2
Trav7d-2,TRAV12-2
Trav7d-2,TRAV12-3
Slc2a1,SLC2A1
Tank,TANK
Gm24784,RNU7-48P
Gm7075,RNF7
Gm16486,IQCN
Lsm8,LSM8
Homer2,HOMER2
Gm22664,RN7SKP183
Uba3,UBA3
Gpbp1,GPBP1
Gm10681,HSD3B2
Gm10681,HSD3B1
Bicd1,BICD1
Bdkrb1,BDKRB1
Agtr1a,AGTR1
Prpf38a,PRPF38A
Isy1,ISY1
Isy1,ISY1-RAB43
Snord116l12,SNORD116-9
Snord116l12,SNORD116-7
Snord116l12,SNORD116-1
Snord116l12,SNORD116-8
Snord116l12,SNORD116-4
Snord116l12,SNORD116-2
Snord116l12,SNORD116-6
Snord116l12,SNORD116-5
Snord116l12,SNORD116-3
Gm24685,RN7SKP154
Gm24685,RN7SKP17
Ltbp2,LTBP2
Vaultrc5,VTRNA1-3
Vaultrc5,VTRNA3-1P
Vaultrc5,VTRNA1-1
Vaultrc5,VTRNA1-2
Vaultrc5,VTRNA2-2P
Gm26497,RNU6-429P
Ppcs,PPCS
Gm24097,RNU6-307P
Taok3,TAOK3
Snord67,SNORD67
Washc5,WASHC5
Gm26170,RNU1-93P
Gm22770,RNU6-1148P
Gm23589,RNU6-383P
1700012P22Rik,C1orf158
Otud7b,OTUD7B
n-R5s82,RNA5SP437
n-R5s82,RNA5SP426
n-R5s82,RNA5SP505
Pcsk1n,PCSK1N
Dirc2,DIRC2
Ncl,NCL
Gm23337,RNU6-1151P
Cdc25b,CDC25B
Gm25709,RNU6-6P
Gm22078,RNU6-580P
Pygo2,PYGO2
Gm23206,RNU2-15P
Gm23206,RNU2-31P
Nr4a1,NR4A1
Gm23754,RNU6-381P
Gm23514,SNORA61
Gm23469,RNU6-386P
Gm23567,RNU6-1337P
Gm23567,RNU6-455P
Ace,ACE
Gm24198,RNU6-809P
Aadacl2,AADACL2
Myo15b,MYO15B
Gm23964,RNA5SP427
Ube2q1,UBE2Q1
Glt8d2,GLT8D2
Slfnl1,SLFNL1
Gm25706,RN7SKP196
Atr,ATR
Gm22215,RNU6-394P
R3hcc1,R3HCC1
Cyp2d9,CYP2D6
Cyp2d9,CYP2D7
Glrb,GLRB
Gm26038,RNU6-580P
Pglyrp4,PGLYRP4
Rpph1,RPPH1
Gm24963,SNORA48
Gm24963,SNORA48B
Ric8b,RIC8B
Snord116l8,SNORD116-9
Snord116l8,SNORD116-7
Snord116l8,SNORD116-1
Snord116l8,SNORD116-8
Snord116l8,SNORD116-4
Snord116l8,SNORD116-2
Snord116l8,SNORD116-6
Snord116l8,SNORD116-5
Snord116l8,SNORD116-3
Tchh,TCHH
Ptprn2,PTPRN2
Xrcc3,XRCC3
Agpat4,AGPAT4
Orai2,ORAI2
Gm25554,RNA5SP164
Gm25554,RNA5SP531
Xrn1,XRN1
Cnot8,CNOT8
Rsbn1,RSBN1
Gm25296,SNORD95
Jph3,JPH3
Ptma,PTMA
Cort,CORT
Ttf2,TTF2
Serinc2,SERINC2
Gm22031,RNU6ATAC23P
Gm25219,RN7SKP244
Gm25006,RNU6-894P
Qrfpr,QRFPR
Mrgpra2a,MRGPRX3
Mrgpra2a,MRGPRX4
Gm23405,RNU1-36P
Gm23405,RNU1-34P
n-R5s13,RNA5SP463
Gm23084,RNA5SP117
Tmtc2,TMTC2
Gm24521,RNU6-1189P
Tmem37,TMEM37
Gm22385,RNA5SP123
Foxl1,FOXL1
Gm24900,SNORA61
Glp2r,GLP2R
Fnbp1l,FNBP1L
Gm27355,RNA5SP495
Gm27355,RNA5SP269
Olfr804,OR6C6
Rarres1,RARRES1
Gm24776,RNU6-589P
Sept14,SEPT14
Gm24452,SNORD27
Fcgrt,FCGRT
Gm22885,RNU6-466P
Casp8,CASP8
Qsox2,QSOX2
Anp32a,ANP32A
Gpn3,GPN3
Fdps,FDPS
Xpnpep3,XPNPEP3
Gm22911,RNU6-22P
Gm27723,RNU7-48P
Pik3r5,PIK3R5
Cstl1,CSTL1
Gm27782,PVT1
Ccdc14,CCDC14
Gm25393,RN7SKP169
Gm25728,RNU1-68P
Gm25728,RNU1-143P
Gm25728,RNU1-140P
Gm25728,RNU1-6P
Gm25728,RNU1-5P
Tcp11l2,TCP11L2
Scarna13,SCARNA13
Gm23463,RNU6-1299P
Gm22560,RNA5SP356
Fancd2,FANCD2
Isg20,ISG20
Atp5o,ATP5PO
Pclo,PCLO
Rrp1,RRP1
Brap,BRAP
n-R5s64,RNA5SP437
n-R5s64,RNA5SP426
n-R5s64,RNA5SP505
Lelp1,LELP1
Gm26387,SNORA66
Trpm6,TRPM6
Cbx3,CBX3
Best3,BEST3
C2cd2l,C2CD2L
Mgat4c,MGAT4C
Sec13,SEC13
Clrn3,CLRN3
Vps45,VPS45
Gm25873,RNU6-326P
Gm25873,RNU6-1085P
Gm25873,RNU6-1104P
Gm25873,RNU6-417P
Gm25873,RNU6-1335P
Nudt4,NUDT4
Grid2,GRID2
Luc7l2,LUC7L2
Trav6n-5,TRAV9-2
Mir1839,SCARNA15
Gm22827,RNU6-366P
Gm27396,RNU7-48P
Ssbp3,SSBP3
S100a9,S100A9
Msl2,MSL2
Gm24142,RNU6-348P
Ttll8,TTLL8
Trav13-4-dv7,TRAV22
F8,F8
Olfm2,OLFM2
Ighg1,IGHG4
Ighg1,IGHG2
Ighg1,IGHG1
Ighg1,IGHG3
Gm22295,RNU6-5P
Pou4f2,POU4F2
Gm24897,RNU6-207P
Trav7-5,TRAV12-2
Trav7-5,TRAV12-3
Gm22713,RNU6ATAC11P
Gm22024,RN7SKP102
Ndufa6,NDUFA6
Alkbh4,ALKBH4
Vsig10,VSIG10
Iws1,IWS1
Tecpr2,TECPR2
Fam46b,FAM46B
Gabarap,GABARAP
Gm23656,RNU6-550P
Suox,SUOX
Tatdn2,TATDN2
Gm26485,RNU6-1299P
Gbp2b,GBP2
Tef,TEF
Gm24732,RNU7-48P
Gm22454,RNU6-179P
Gm23512,RNU6-36P
Klkb1,KLKB1
Ash1l,ASH1L
Snord14d,SNORD14D
Slc11a2,SLC11A2
Gm22788,RNU7-48P
Myod1,MYOD1
Snora16a,SNORA16A
Faap100,FAAP100
n-R5s73,RNA5SP470
Pigt,PIGT
Gm25411,RNU1-112P
Lrif1,LRIF1
Rapgef3,RAPGEF3
Ilf2,ILF2
Gm26375,RNU6-556P
Yif1b,YIF1B
Mfsd14a,MFSD14A
n-R5s112,RNA5S7
Fam109a,FAM109A
Mpv17l,MPV17L
Mmp13,MMP13
Foxd3,FOXD3
Helt,HELT
Plscr5,PLSCR5
Gal3st4,GAL3ST4
Olfr826,OR9K2
Gm24634,SNORA52
Marveld3,MARVELD3
Gm24624,RNU1-44P
4932438A13Rik,KIAA1109
DQ267102,SNORD114-27
Gm25143,RNU6-160P
Gm25143,RNU6-1130P
Gm26171,RNA5SP171
Ssb,SSB
Tigd4,TIGD4
Hdac3,HDAC3
n-R5s9,RNA5SP308
Rnf24,RNF24
Mlc1,MLC1
Zfp687,ZNF687
Gm25115,RNU1-36P
Gm25115,RNU1-34P
Ybx2,YBX2
Rmnd1,RMND1
Clnk,CLNK
Alpk2,ALPK2
Gm26152,RNA5SP498
Gm26152,RNA5SP303
Gm24449,RNU6-399P
Gm24449,RNU6-889P
Zfp599,ZNF717
Ccdc60,CCDC60
Hcfc2,HCFC2
Gm22358,SNORA32
Thpo,THPO
Cck,CCK
Maf,MAF
Evi5,EVI5
Gm23946,SNORA74C-2
Gm23946,SNORA74C-1
Antxr2,ANTXR2
Gm7879,PPIH
Gje1,GJE1
Gm24437,RNU6-466P
Gm25713,RNU6-1231P
Zcchc11,ZCCHC11
Gm26054,RNU6-59P
Gm26054,RNU6-30P
Mitf,MITF
Shc1,SHC1
Gm24584,RNU6V
Plrg1,PLRG1
Htr5a,HTR5A
Sp1,SP1
Pklr,PKLR
Gm24151,SNORA67
Paqr3,PAQR3
Miga1,MIGA1
Rasa4,RASA4B
Rasa4,RASA4
Chrna3,CHRNA3
Rad54l,RAD54L
Irak2,IRAK2
Gm23013,RNU6-873P
Gm23013,RNU6-58P
Gm25210,SNORD116-9
Gm25210,SNORD116-7
Gm25210,SNORD116-1
Gm25210,SNORD116-8
Gm25210,SNORD116-4
Gm25210,SNORD116-2
Gm25210,SNORD116-6
Gm25210,SNORD116-5
Gm25210,SNORD116-3
Gm22840,SNORA44
Mtmr11,MTMR11
Erich6,ERICH6
Pik3cd,PIK3CD
Trav14d-1,TRAV23DV6
Gm26413,SCARNA4
Gm22236,RNU6-526P
Hdac2,HDAC2
P2ry13,P2RY13
Gm22897,SCARNA4
Nppc,NPPC
Gm22589,SNORD84
Tgfbr3,TGFBR3
Gm22225,RN7SKP61
Gm22225,RN7SKP289
Sema6c,SEMA6C
Gm22097,RN7SKP29
Cc2d2b,CC2D2B
Sirt4,SIRT4
Gm25945,SNORA80E
Gm25945,SNORA80C
Gm23003,RNU6-67P
Gm24788,RNU1-68P
Gm24788,RNU1-143P
Gm24788,RNU1-140P
Gm24788,RNU1-6P
Gm24788,RNU1-5P
Snord88c,SNORD88A
Eps8l1,EPS8L1
Hmgcs2,HMGCS2
Aadacl4,AADACL4
Tex44,TEX44
0610037L13Rik,C1orf123
Hhatl,HHATL
Them5,THEM5
Tcea3,TCEA3
Gm23187,SNORD86
Zbtb5,ZBTB5
Gm25018,RNA5S5
Fam181b,FAM181B
Phlpp2,PHLPP2
Rcn3,RCN3
Gm25635,SNORA36A
Gm25635,SNORA36C
Thra,THRA
Amhr2,AMHR2
Cd53,CD53
Snora28,SNORA28
Scamp3,SCAMP3
Krt86,KRT81
Krt86,KRT86
Gm23827,RNU1-68P
Gm23827,RNU1-143P
Gm23827,RNU1-140P
Gm23827,RNU1-6P
Gm23827,RNU1-5P
Chpt1,CHPT1
Bpifa3,BPIFA3
Gm22981,SNORD114-14
Gm26127,RNU6-1172P
Nap1l5,NAP1L5
Arhgap10,ARHGAP10
Prdm8,PRDM8
Ssr3,SSR3
Gm24644,SCARNA21B
Maml1,MAML1
Gm22459,SNORA32
Gm24130,SNORA48
Gm24130,SNORA48B
Gm2042,PRAMEF12
Gm2042,PRAMEF1
Gm2042,PRAMEF11
Gm2042,PRAMEF2
Gm2042,PRAMEF6
Gm2042,PRAMEF7
Gm2042,PRAMEF10
Gm2042,PRAMEF4
Gm2042,PRAMEF27
Gm2042,PRAMEF25
Gm2042,PRAMEF26
Gm2042,PRAMEF9
Gm2042,PRAMEF13
Gm2042,PRAMEF18
Gm2042,PRAMEF5
Gm2042,PRAMEF14
Gm2042,PRAMEF15
Gm2042,PRAMEF8
Gm2042,PRAMEF33
Gm2042,PRAMEF19
Gm2042,PRAMEF17
Gm2042,PRAMEF20
Efcab12,EFCAB12
H2afb2,H2AFB1
Foxd2,FOXD2
Rpn1,RPN1
Scarna6,SCARNA6
Gm23971,RNU2-1
Snord55,SNORD55
Gm24527,RNU6-1281P
Cyp2d11,CYP2D6
Cyp2d11,CYP2D7
Gm24967,RNU6-2
Gart,GART
Txnrd1,TXNRD1
Gm22381,RNU6-138P
Slc25a3,SLC25A3
Krt87,KRT81
Krt87,KRT86
Col5a3,COL5A3
Gm25644,RNU6-1084P
Tnfrsf10b,TNFRSF10B
Tnfrsf10b,TNFRSF10C
Tnfrsf10b,TNFRSF10D
Tnfrsf10b,TNFRSF10A
Gm23991,SNORD88B
Rab43,RAB43
Gm25097,RNU11-5P
Gm25097,RNU11-3P
Gm25617,SNORA17A
Nit2,NIT2
Gm25279,RNU4-60P
Snora2b,SNORA2B
Ighm,IGHM
Sp7,SP7
Zc3hc1,ZC3HC1
Canx,CANX
Snord61,SNORD61
Pigk,PIGK
Gm25091,SNORD102
Snord116l14,SNORD116-9
Snord116l14,SNORD116-7
Snord116l14,SNORD116-1
Snord116l14,SNORD116-8
Snord116l14,SNORD116-4
Snord116l14,SNORD116-2
Snord116l14,SNORD116-6
Snord116l14,SNORD116-5
Snord116l14,SNORD116-3
Gm22807,SNORA65
Olfr779,OR6C6
Emc3,EMC3
Pxylp1,PXYLP1
Pgm2,PGM1
Cenpm,CENPM
Gm26263,RNU1-62P
Gm22491,RNU6-764P
Gm22287,RNU6-1271P
Sytl1,SYTL1
Oxld1,OXLD1
Gm23783,RNU6-642P
Gm23783,RNU6-866P
Ccnj,CCNJ
Gm25600,RNU6-183P
Trav10n,TRAV13-1
Trav10n,TRAV13-2
Gm24618,SNORD116-9
Gm24618,SNORD116-7
Gm24618,SNORD116-1
Gm24618,SNORD116-8
Gm24618,SNORD116-4
Gm24618,SNORD116-2
Gm24618,SNORD116-6
Gm24618,SNORD116-5
Gm24618,SNORD116-3
Azi2,AZI2
Tsen2,TSEN2
Cct2,CCT2
Ctdnep1,CTDNEP1
1700011I03Rik,CCDC192
Cadps2,CADPS2
Lekr1,LEKR1
Brdt,BRDT
Spdye4a,SPDYE6
Spdye4a,SPDYE2B
Spdye4a,SPDYE2
Spdye4a,SPDYE3
Rassf9,RASSF9
Mgll,MGLL
Gm24572,MIR3618
Gm23786,SNORA50D
Gm23786,SNORA50C
Mkrn2os,MKRN2OS
Zc3hav1,ZC3HAV1
Gm22604,RN7SKP110
Defb43,DEFB131A
Usp4,USP4
Mfn1,MFN1
Gm9573,MUC21
Dhrs7c,DHRS7C
Snord116l4,SNORD116-9
Snord116l4,SNORD116-7
Snord116l4,SNORD116-1
Snord116l4,SNORD116-8
Snord116l4,SNORD116-4
Snord116l4,SNORD116-2
Snord116l4,SNORD116-6
Snord116l4,SNORD116-5
Snord116l4,SNORD116-3
Gm22793,RN7SKP98
Trav7n-5,TRAV12-2
Trav7n-5,TRAV12-3
Sap30,SAP30
Fam98a,FAM98A
Gm24876,RNA5SP191
Gm24876,RNA5SP536
Gm24876,RNA5SP57
Gm24876,RNA5SP52
n-R5s14,RNA5SP75
n-R5s14,RNA5SP318
Gm22477,RN7SKP116
Nipal1,NIPAL1
Vmp1,VMP1
Rpap3,RPAP3
L1td1,L1TD1
Gm25810,RNU6-1158P
Gm22769,RNU6-1276P
Gclm,GCLM
Gm25666,RNU6-696P
Nudc,NUDC
Phgdh,PHGDH
Snord34,SNORD34
n-R5-8s1,RNA5-8SP2
n-R5-8s1,RNA5-8S4
n-R5-8s1,RNA5-8S5
n-R5-8s1,RNA5-8SN1
n-R5-8s1,RNA5-8SN2
n-R5-8s1,RNA5-8SN3
n-R5-8s1,RNA5-8SN4
n-R5-8s1,RNA5-8SP4
n-R5-8s1,RNA5-8SP6
n-R5-8s1,RNA5-8SP7
n-R5-8s1,RNA5-8SP5
n-R5-8s1,RNA5-8SN5
Gm16513,PRAMEF12
Gm16513,PRAMEF1
Gm16513,PRAMEF11
Gm16513,PRAMEF2
Gm16513,PRAMEF6
Gm16513,PRAMEF7
Gm16513,PRAMEF10
Gm16513,PRAMEF4
Gm16513,PRAMEF27
Gm16513,PRAMEF25
Gm16513,PRAMEF26
Gm16513,PRAMEF9
Gm16513,PRAMEF13
Gm16513,PRAMEF18
Gm16513,PRAMEF5
Gm16513,PRAMEF14
Gm16513,PRAMEF15
Gm16513,PRAMEF8
Gm16513,PRAMEF33
Gm16513,PRAMEF19
Gm16513,PRAMEF17
Gm16513,PRAMEF20
A530016L24Rik,C14orf180
Anxa1,ANXA1
Abcc5,ABCC5
Msi1,MSI1
Trav9-1,TRAV8-3
Prune1,PRUNE1
Hvcn1,HVCN1
Mgmt,MGMT
Oas3,OAS3
Gm27297,RNU6-603P
Gm23289,RNA5SP375
Gm13691,CWC22
Gm22165,RNU6-1242P
Gm23941,RNU6-850P
Ppid,PPID
Rnf11,RNF11
Tnni3,TNNI3
Gm24693,RNU6-6P
Cyp4v3,CYP4V2
Gm23836,SNORA61
Gm23279,RNA5SP329
Gm23279,RNA5SP68
Gm23279,RNA5SP43
Gm23279,RNA5SP482
Rpl37a,RPL37A
Gm25809,SNORD88A
Ubac1,UBAC1
Gm23071,RNA5SP473
Golga3,GOLGA3
Col10a1,COL10A1
Gmps,GMPS
Trav14d-3-dv8,TRAV23DV6
Gm23671,RN7SKP11
Snord58b,SNORD58B
Trmt44,TRMT44
Nov,NOV
A130010J15Rik,C1orf74
Angptl6,ANGPTL6
Gm25879,RNU6-1024P
Nfyb,NFYB
Gm27964,RNU7-48P
Arpp19,ARPP19
4933434E20Rik,C1orf43
Gm24211,RNU6-815P
Gm23507,RNU6-944P
Gm22767,SCARNA1
Rxfp4,RXFP4
Trav9d-2,TRAV8-3
Gm25211,RNU6-878P
Gm26133,RNU6-437P
Rnf7,RNF7
n-R5s65,RNA5SP388
Gm25703,RNU12-2P
Gm24777,RNA5SP492
Gm22879,SNORD36B
Cracr2a,CRACR2A
Hoxa6,HOXA6
Cux1,CUX1
Gm25596,RNU6-805P
Mab21l3,MAB21L3
Gm25771,SNORA48
Gm25771,SNORA48B
Snord90,SNORD90
Sec22c,SEC22C
Fank1,FANK1
n-R5s31,RNA5SP470
Mfge8,MFGE8
Gm23448,RNU6-261P
Cyp4a14,CYP4A11
Cyp4a14,CYP4A22
Tbx15,TBX15
Srrm4,SRRM4
Oog4,PRAMEF12
Oog4,PRAMEF1
Oog4,PRAMEF11
Oog4,PRAMEF2
Oog4,PRAMEF6
Oog4,PRAMEF7
Oog4,PRAMEF10
Oog4,PRAMEF4
Oog4,PRAMEF27
Oog4,PRAMEF25
Oog4,PRAMEF26
Oog4,PRAMEF9
Oog4,PRAMEF13
Oog4,PRAMEF18
Oog4,PRAMEF5
Oog4,PRAMEF14
Oog4,PRAMEF15
Oog4,PRAMEF8
Oog4,PRAMEF33
Oog4,PRAMEF19
Oog4,PRAMEF17
Oog4,PRAMEF20
Slc29a4,SLC29A4
Csnka2ip,CSNKA2IP
Pex11a,PEX11A
Gm26041,RNA5SP222
Fat4,FAT4
Il6ra,IL6R
Fam131a,FAM131A
Gm25300,RNU4-71P
Plscr1,PLSCR2
Plscr1,PLSCR1
Lum,LUM
Gm24029,SNORA67
Tm4sf1,TM4SF1
Trav5d-4,TRAV13-1
Trav5d-4,TRAV13-2
Pank2,PANK2
Cyp4a32,CYP4A11
Cyp4a32,CYP4A22
Atf7,ATF7
Smo,SMO
Rbp7,RBP7
Nup210l,NUP210L
Gm25465,RNU6-466P
Wnt5a,WNT5A
Dpcr1,DPCR1
Gm25844,RN7SKP255
Gm22953,MIR1282
Dynlt1c,DYNLT1
Avpr1a,AVPR1A
Snord1a,SNORD1A
Gm24442,RN7SKP218
Gm26108,RNU2-23P
Frk,FRK
Parpbp,PARPBP
Gm42669,BTBD8
Trav16,TRAV19
Gm26476,RN7SKP192
Gm24839,RNU6-503P
Gm25128,SNORD117
Mapk11,MAPK11
Dnajc28,DNAJC28
Gsta2,GSTA3
Hcn3,HCN3
Gm24573,RNA5SP457
Plxnb2,PLXNB2
Exosc3,EXOSC3
1700057G04Rik,PLSCR2
1700057G04Rik,PLSCR1
Psors1c2,PSORS1C2
Gm26487,RNU6-53P
Gm24887,RNU6-191P
Gm22266,SNORA17A
Gm24989,SNORD86
Gm23025,RNU6-807P
n-R5s69,RNA5SP329
n-R5s69,RNA5SP68
n-R5s69,RNA5SP43
n-R5s69,RNA5SP482
E330014E10Rik,PRAMEF12
E330014E10Rik,PRAMEF1
E330014E10Rik,PRAMEF11
E330014E10Rik,PRAMEF2
E330014E10Rik,PRAMEF6
E330014E10Rik,PRAMEF7
E330014E10Rik,PRAMEF10
E330014E10Rik,PRAMEF4
E330014E10Rik,PRAMEF27
E330014E10Rik,PRAMEF25
E330014E10Rik,PRAMEF26
E330014E10Rik,PRAMEF9
E330014E10Rik,PRAMEF13
E330014E10Rik,PRAMEF18
E330014E10Rik,PRAMEF5
E330014E10Rik,PRAMEF14
E330014E10Rik,PRAMEF15
E330014E10Rik,PRAMEF8
E330014E10Rik,PRAMEF33
E330014E10Rik,PRAMEF19
E330014E10Rik,PRAMEF17
E330014E10Rik,PRAMEF20
1700011H14Rik,CCDC198
Tph1,TPH1
Cyp2d10,CYP2D6
Cyp2d10,CYP2D7
Gm24043,RNU5B-1
Gm23232,RNU6-754P
Gm23232,RNU6-397P
Gm23232,RNU6-1203P
Gm24613,SNORA65
Gm23557,SCARNA23
Ccdc173,CCDC173
Zar1,ZAR1
Spata19,SPATA19
Lrfn1,LRFN1
Gm23205,RNU6-655P
n-R5s123,RNA5S14
Lrtm1,LRTM1
Gm22973,RNU2-1
Mnd1,MND1
Tfec,TFEC
Ghsr,GHSR
Gm23431,RNU6-994P
Cyp2j5,CYP2J2
Fggy,FGGY
Pmvk,PMVK
Slc35f4,SLC35F4
Sprr3,SPRR3
Aga,AGA
n-R5s176,RNA5SP470
Gm24597,RN7SKP296
Gm25164,RNA5SP315
Gm25164,RNA5SP311
Gm25164,RNA5SP317
Gm25164,RNA5SP310
Gm25164,RNA5SP320
Gm25164,RNA5SP312
Gm23598,SNORA48
Gm23598,SNORA48B
Gm23098,RN7SKP157
Otog,OTOG
Gbp4,GBP6
Olfr825,OR9K2
Neurod4,NEUROD4
Thyn1,THYN1
Gm25549,RNU6-477P
Gm24042,RNU6-1180P
Gm26188,SNORD116-9
Gm26188,SNORD116-7
Gm26188,SNORD116-1
Gm26188,SNORD116-8
Gm26188,SNORD116-4
Gm26188,SNORD116-2
Gm26188,SNORD116-6
Gm26188,SNORD116-5
Gm26188,SNORD116-3
Esyt3,ESYT3
Glra3,GLRA3
Hdac8,HDAC8
n-R5s23,RNA5SP489
Gm24833,RNU6ATAC23P
Cpm,CPM
Ldlrad1,LDLRAD1
Cst11,CST11
Sec11a,SEC11A
Pcm1,PCM1
Gm25053,SNORA17A
Gm26084,RNU6-248P
Triml2,TRIML2
Gm23247,RNU6-178P
Gm25414,RNU6-1059P
Gm23787,SNORD114-14
Hist2h2bb,HIST2H2BF
Fyttd1,FYTTD1
Gm7324,RBMXL1
Ccdc163,CCDC163
Gm25384,RNU6-1265P
Gm25384,RNU6-321P
Gm24997,RNU6-1098P
Fam216a,FAM216A
Ccdc158,CCDC158
Gm24569,RNU6-466P
Lzic,LZIC
Tes,TES
Tarbp2,TARBP2
Pilrb2,PILRA
Pilrb2,PILRB
Mbd4,MBD4
Gm22193,SNORD111B
Gda,GDA
Fndc3b,FNDC3B
Chil6,CHIA
Gm27326,SNORA21B
Gm24355,SNORA32
Hand2,HAND2
Pramel4,PRAMEF12
Pramel4,PRAMEF1
Pramel4,PRAMEF11
Pramel4,PRAMEF2
Pramel4,PRAMEF6
Pramel4,PRAMEF7
Pramel4,PRAMEF10
Pramel4,PRAMEF4
Pramel4,PRAMEF27
Pramel4,PRAMEF25
Pramel4,PRAMEF26
Pramel4,PRAMEF9
Pramel4,PRAMEF13
Pramel4,PRAMEF18
Pramel4,PRAMEF5
Pramel4,PRAMEF14
Pramel4,PRAMEF15
Pramel4,PRAMEF8
Pramel4,PRAMEF33
Pramel4,PRAMEF19
Pramel4,PRAMEF17
Pramel4,PRAMEF20
Irf6,IRF6
Gm24915,RNA5SP173
Gm23642,RN7SKP285
Ccdc188,CCDC188
Phka1,PHKA1
Aspg,ASPG
Gm25389,RN7SKP46
Gm22019,RNU6-714P
Gm22019,RNU6-538P
Gm22019,RNU6-316P
Gm22019,RNU6-1269P
Gm22019,RNU6-798P
Gm22019,RNU6-1320P
Gm22019,RNU6-563P
Gm22019,RNU6-55P
Gm22019,RNU6-1193P
Gm22019,RNU6-1264P
Gm22019,RNU6-821P
Gm22019,RNU6-368P
Gm22019,RNU6-954P
Gm22019,RNU6-599P
Col4a2,COL4A2
Gm24720,RNU1-68P
Gm24720,RNU1-143P
Gm24720,RNU1-140P
Gm24720,RNU1-6P
Gm24720,RNU1-5P
Gm23067,RNU7-48P
Cldn7,CLDN7
Gm24164,RNU6-993P
Gm24164,RNU6-519P
Gm24164,RNU6-266P
Cdpf1,CDPF1
Trav7-2,TRAV12-2
Trav7-2,TRAV12-3
Gm26131,RNU6-1168P
Gm26131,RNU6-451P
Gm26131,RNU6-130P
Gm26131,RNU6-667P
Gm26131,RNU6-454P
Gm26131,RNU6-923P
Gm26131,RNU6-722P
Gm26131,RNU6-992P
Gm26131,RNU6-879P
Gm26131,RNU6-1123P
Gm26461,RN7SL538P
Snord57,SNORD57
Slc35a3,SLC35A3
Sh3gl3,SH3GL3
Gm25188,SNORA32
Tnfaip2,TNFAIP2
Il10rb,IL10RB
Cyp4b1,CYP4B1
Ntrk3,NTRK3
Whamm,WHAMM
Gm23355,RNU6-17P
D7Ertd443e,C10orf90
Fhdc1,FHDC1
Gm23817,RNU6-700P
Gm23956,RNA5SP272
Paqr6,PAQR6
Gm24760,SNORD116-9
Gm24760,SNORD116-7
Gm24760,SNORD116-1
Gm24760,SNORD116-8
Gm24760,SNORD116-4
Gm24760,SNORD116-2
Gm24760,SNORD116-6
Gm24760,SNORD116-5
Gm24760,SNORD116-3
Champ1,CHAMP1
Gm24073,RNU6-526P
Xpot,XPOT
Gm22796,RNU6-523P
2900011O08Rik,C16orf45
Nmur1,NMUR1
Gm22808,RNU6-616P
Gm22808,RNU6-90P
Gm22808,RNU6-64P
Gm22141,RN7SKP197
Luzp1,LUZP1
Gm24565,RNU6-25P
Fbxw8,FBXW8
Ap2m1,AP2M1
Dnase2b,DNASE2B
Gm25798,RNU6-178P
Loxl2,LOXL2
Hs3st5,HS3ST5
Elk3,ELK3
Gm22651,RNA5SP239
Gm25335,RNU6-1040P
Txnl4a,TXNL4A
Gm23197,RNU6-1218P
Trav12n-2,TRAV18
Slc25a17,SLC25A17
Mroh7,MROH7
Mroh7,MROH7-TTC4
Lrrc41,LRRC41
Gm22354,SNORD58B
Ephb3,EPHB3
